game_date,event_id,game,commence_time,market_type,market_key,side,team,player,stat,book_key,book_title,line,odds,is_preferred_book,source,scraped_at,available_books,all_books
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,MONEYLINE,h2h,Chicago Sky,Chicago Sky,,,draftkings,DraftKings,,410,True,the-odds-api,2026-07-21T15:19:17.217299+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,MONEYLINE,h2h,New York Liberty,New York Liberty,,,bovada,Bovada,,-440,False,the-odds-api,2026-07-21T15:19:17.217299+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-21,b24ebe70fbb0e573642f28bf6b003ff5,Connecticut Sun @ Indiana Fever,2026-07-23T00:00:00Z,MONEYLINE,h2h,Connecticut Sun,Connecticut Sun,,,betus,BetUS,,385,False,the-odds-api,2026-07-21T15:19:17.217299+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-21,b24ebe70fbb0e573642f28bf6b003ff5,Connecticut Sun @ Indiana Fever,2026-07-23T00:00:00Z,MONEYLINE,h2h,Indiana Fever,Indiana Fever,,,betrivers,BetRivers,,-420,False,the-odds-api,2026-07-21T15:19:17.217299+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-21,296c93e4672aa39391a786d10bcacac7,Dallas Wings @ Portland Fire,2026-07-23T02:00:00Z,MONEYLINE,h2h,Dallas Wings,Dallas Wings,,,bovada,Bovada,,-210,False,the-odds-api,2026-07-21T15:19:17.217299+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-21,296c93e4672aa39391a786d10bcacac7,Dallas Wings @ Portland Fire,2026-07-23T02:00:00Z,MONEYLINE,h2h,Portland Fire,Portland Fire,,,betrivers,BetRivers,,190,False,the-odds-api,2026-07-21T15:19:17.217299+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-21,346fd6195f8bd0619193c6d3713369b7,Las Vegas Aces @ Washington Mystics,2026-07-22T23:30:00Z,MONEYLINE,h2h,Las Vegas Aces,Las Vegas Aces,,,fanduel,FanDuel,,-250,True,the-odds-api,2026-07-21T15:19:17.217299+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-21,346fd6195f8bd0619193c6d3713369b7,Las Vegas Aces @ Washington Mystics,2026-07-22T23:30:00Z,MONEYLINE,h2h,Washington Mystics,Washington Mystics,,,bovada,Bovada,,220,False,the-odds-api,2026-07-21T15:19:17.217299+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-21,f7800d314f5d93772712ba995e0f9c9e,Minnesota Lynx @ Seattle Storm,2026-07-22T19:10:00Z,MONEYLINE,h2h,Minnesota Lynx,Minnesota Lynx,,,betonlineag,BetOnline.ag,,-390,False,the-odds-api,2026-07-21T15:19:17.217299+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-21,f7800d314f5d93772712ba995e0f9c9e,Minnesota Lynx @ Seattle Storm,2026-07-22T19:10:00Z,MONEYLINE,h2h,Seattle Storm,Seattle Storm,,,draftkings,DraftKings,,340,True,the-odds-api,2026-07-21T15:19:17.217299+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-21,56af8faef87ceb6598a173fe8e747a37,Phoenix Mercury @ Los Angeles Sparks,2026-07-22T19:00:00Z,MONEYLINE,h2h,Los Angeles Sparks,Los Angeles Sparks,,,fanduel,FanDuel,,-115,True,the-odds-api,2026-07-21T15:19:17.217299+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-21,56af8faef87ceb6598a173fe8e747a37,Phoenix Mercury @ Los Angeles Sparks,2026-07-22T19:00:00Z,MONEYLINE,h2h,Phoenix Mercury,Phoenix Mercury,,,bovada,Bovada,,105,False,the-odds-api,2026-07-21T15:19:17.217299+00:00,11,"betmgm,betonlineag,betrivers,betus,bovada,draftkings,fanatics,fanduel,lowvig,mybookieag,williamhill_us"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,PROP,player_assists,OVER,,Azura Stevens,AST,fanduel,FanDuel,2.5,110,True,the-odds-api,2026-07-21T15:19:19.620554+00:00,4,"betonlineag,betrivers,draftkings,fanduel"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,PROP,player_assists,UNDER,,Azura Stevens,AST,draftkings,DraftKings,2.5,-142,True,the-odds-api,2026-07-21T15:19:19.620554+00:00,3,"betonlineag,draftkings,fanduel"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,PROP,player_double_double,YES,,Azura Stevens,DD,draftkings,DraftKings,0.5,452,True,the-odds-api,2026-07-21T15:19:19.620554+00:00,2,"draftkings,fanduel"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,PROP,player_points_assists,OVER,,Azura Stevens,PA,fanduel,FanDuel,14.5,-112,True,the-odds-api,2026-07-21T15:19:19.620554+00:00,2,"draftkings,fanduel"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,PROP,player_points_assists,UNDER,,Azura Stevens,PA,fanduel,FanDuel,14.5,-118,True,the-odds-api,2026-07-21T15:19:19.620554+00:00,2,"draftkings,fanduel"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,PROP,player_points_rebounds,OVER,,Azura Stevens,PR,fanduel,FanDuel,19.5,-104,True,the-odds-api,2026-07-21T15:19:19.620554+00:00,2,"draftkings,fanduel"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,PROP,player_points_rebounds,UNDER,,Azura Stevens,PR,draftkings,DraftKings,19.5,-126,True,the-odds-api,2026-07-21T15:19:19.620554+00:00,2,"draftkings,fanduel"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,PROP,player_points_rebounds_assists,OVER,,Azura Stevens,PRA,betrivers,BetRivers,21.5,-104,False,the-odds-api,2026-07-21T15:19:19.620554+00:00,4,"betonlineag,betrivers,draftkings,fanduel"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,PROP,player_points_rebounds_assists,UNDER,,Azura Stevens,PRA,fanduel,FanDuel,21.5,-110,True,the-odds-api,2026-07-21T15:19:19.620554+00:00,3,"betonlineag,draftkings,fanduel"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,PROP,player_points,OVER,,Azura Stevens,PTS,betrivers,BetRivers,11.5,-113,False,the-odds-api,2026-07-21T15:19:19.620554+00:00,5,"betonlineag,betrivers,draftkings,fanduel,williamhill_us"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,PROP,player_points,UNDER,,Azura Stevens,PTS,fanduel,FanDuel,11.5,100,True,the-odds-api,2026-07-21T15:19:19.620554+00:00,4,"betonlineag,draftkings,fanduel,williamhill_us"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,PROP,player_rebounds_assists,OVER,,Azura Stevens,RA,fanduel,FanDuel,9.5,-114,True,the-odds-api,2026-07-21T15:19:19.620554+00:00,2,"draftkings,fanduel"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,PROP,player_rebounds_assists,UNDER,,Azura Stevens,RA,fanduel,FanDuel,9.5,-114,True,the-odds-api,2026-07-21T15:19:19.620554+00:00,2,"draftkings,fanduel"
2026-07-21,02193940e2fe74c962cb912cb4cfd284,Chicago Sky @ New York Liberty,2026-07-22T23:00:00Z,PROP,player_rebounds,OVER,,Azura Stevens,REB,betrivers,BetRivers,6.5,-124,False,the-odds-api,2026-07-21T15:19:19.620554+00:00,5,"betonlineag,betrivers,draftkings,fanduel,williamhill_us"
