prediction_id,ranking_key,prediction_generated_at_utc,date,player,game,stat,side,line,odds,book,model,v5_probability,market_probability,probability_edge,actual,outcome,target_win,graded_at_utc
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T13:09:04.275191+00:00|0.618791,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T13:09:04.275191+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-128.0,FanDuel,KNN,0.618791,0.561404,0.057387,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T13:12:57.452009+00:00|0.618472,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T13:12:57.452009+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,22.5,-104.0,DraftKings,KNN,0.618472,0.509804,0.108668,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T13:12:57.452009+00:00|0.618791,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T13:12:57.452009+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-128.0,FanDuel,KNN,0.618791,0.561404,0.057387,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T13:31:16.843979+00:00|0.618472,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T13:31:16.843979+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,22.5,-104.0,DraftKings,KNN,0.618472,0.509804,0.108668,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T13:31:16.843979+00:00|0.618791,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T13:31:16.843979+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-128.0,FanDuel,KNN,0.618791,0.561404,0.057387,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T13:57:47.643630+00:00|0.618472,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T13:57:47.643630+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,22.5,-104.0,DraftKings,KNN,0.618472,0.509804,0.108668,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T13:57:47.643630+00:00|0.618791,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T13:57:47.643630+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-128.0,FanDuel,KNN,0.618791,0.561404,0.057387,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T14:01:26.022980+00:00|0.618472,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T14:01:26.022980+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,22.5,-104.0,DraftKings,KNN,0.618472,0.509804,0.108668,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T14:01:26.022980+00:00|0.618791,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T14:01:26.022980+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-128.0,FanDuel,KNN,0.618791,0.561404,0.057387,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T14:19:52.611266+00:00|0.618472,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T14:19:52.611266+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,22.5,-104.0,DraftKings,KNN,0.618472,0.509804,0.108668,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T14:19:52.611266+00:00|0.618791,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T14:19:52.611266+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-128.0,FanDuel,KNN,0.618791,0.561404,0.057387,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T14:53:41.699015+00:00|0.618472,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T14:53:41.699015+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,22.5,-104.0,DraftKings,KNN,0.618472,0.509804,0.108668,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T14:53:41.699015+00:00|0.618791,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T14:53:41.699015+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-128.0,FanDuel,KNN,0.618791,0.561404,0.057387,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T15:48:32.874564+00:00|0.618472,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T15:48:32.874564+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,22.5,-104.0,DraftKings,KNN,0.618472,0.509804,0.108668,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T15:48:32.874564+00:00|0.618791,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T15:48:32.874564+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-128.0,FanDuel,KNN,0.618791,0.561404,0.057387,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T15:55:02.722843+00:00|0.618472,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T15:55:02.722843+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,22.5,-104.0,DraftKings,KNN,0.618472,0.509804,0.108668,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T15:55:02.722843+00:00|0.618791,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T15:55:02.722843+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-128.0,FanDuel,KNN,0.618791,0.561404,0.057387,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T16:04:33.678447+00:00|0.618472,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T16:04:33.678447+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,22.5,-104.0,DraftKings,KNN,0.618472,0.509804,0.108668,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T16:04:33.678447+00:00|0.618791,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T16:04:33.678447+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-128.0,FanDuel,KNN,0.618791,0.561404,0.057387,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T16:49:50.125217+00:00|0.618472,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T16:49:50.125217+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,22.5,-104.0,DraftKings,KNN,0.618472,0.509804,0.108668,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T16:49:50.125217+00:00|0.618791,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T16:49:50.125217+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-128.0,FanDuel,KNN,0.618791,0.561404,0.057387,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T17:05:54.947919+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T17:05:54.947919+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T17:45:27.677863+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T17:45:27.677863+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T17:47:50.405813+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T17:47:50.405813+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T18:03:28.031597+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T18:03:28.031597+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T18:58:03.467829+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T18:58:03.467829+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T19:05:20.457553+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T19:05:20.457553+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T19:18:53.749186+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T19:18:53.749186+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T19:41:02.912856+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T19:41:02.912856+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T19:45:12.354240+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T19:45:12.354240+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T19:59:23.320496+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T19:59:23.320496+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T20:41:34.244464+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T20:41:34.244464+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T21:02:49.636472+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T21:02:49.636472+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T21:40:55.159988+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T21:40:55.159988+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T21:43:12.734062+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T21:43:12.734062+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T21:59:16.782712+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T21:59:16.782712+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T22:42:29.040231+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T22:42:29.040231+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T23:01:50.121793+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T23:01:50.121793+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T23:37:20.689446+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T23:37:20.689446+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-18T23:40:50.552906+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-18T23:40:50.552906+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-19T00:00:21.190878+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-19T00:00:21.190878+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-19T01:54:55.547108+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-19T01:54:55.547108+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-19T02:10:05.727638+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-19T02:10:05.727638+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-19T03:04:09.623808+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-19T03:04:09.623808+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-19T03:12:48.059259+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-19T03:12:48.059259+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-19T03:30:37.914912+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-19T03:30:37.914912+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T03:30:38.160982+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under|2026-08-19T04:00:57.773107+00:00|0.618971,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pr|under,2026-08-19T04:00:57.773107+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PR,UNDER,23.5,-124.0,DraftKings,KNN,0.618971,0.553571,0.0654,29.0,LOSS,0,2026-08-19T04:00:58.055544+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over|2026-08-18T11:04:02.481441+00:00|0.742919,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over,2026-08-18T11:04:02.481441+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PTS,OVER,14.5,-116.0,DraftKings,KNN,0.742919,0.537037,0.205882,17.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over|2026-08-18T11:40:27.741649+00:00|0.742919,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over,2026-08-18T11:40:27.741649+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PTS,OVER,14.5,-116.0,DraftKings,KNN,0.742919,0.537037,0.205882,17.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over|2026-08-18T11:46:46.359053+00:00|0.742919,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over,2026-08-18T11:46:46.359053+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PTS,OVER,14.5,-116.0,DraftKings,KNN,0.742919,0.537037,0.205882,17.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over|2026-08-18T12:02:19.794628+00:00|0.742919,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over,2026-08-18T12:02:19.794628+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PTS,OVER,14.5,-116.0,DraftKings,KNN,0.742919,0.537037,0.205882,17.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over|2026-08-18T13:09:04.275191+00:00|0.682095,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over,2026-08-18T13:09:04.275191+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PTS,OVER,14.5,-109.0,DraftKings,KNN,0.682095,0.521531,0.160564,17.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over|2026-08-18T13:09:04.275191+00:00|0.682951,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over,2026-08-18T13:09:04.275191+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PTS,OVER,15.5,102.0,BetRivers,KNN,0.682951,0.49505,0.187902,17.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over|2026-08-18T13:12:57.452009+00:00|0.682095,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over,2026-08-18T13:12:57.452009+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PTS,OVER,14.5,-109.0,DraftKings,KNN,0.682095,0.521531,0.160564,17.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over|2026-08-18T13:12:57.452009+00:00|0.682951,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over,2026-08-18T13:12:57.452009+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PTS,OVER,15.5,102.0,BetRivers,KNN,0.682951,0.49505,0.187902,17.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over|2026-08-18T13:31:16.843979+00:00|0.682095,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over,2026-08-18T13:31:16.843979+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PTS,OVER,14.5,-109.0,DraftKings,KNN,0.682095,0.521531,0.160564,17.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over|2026-08-18T13:31:16.843979+00:00|0.682951,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over,2026-08-18T13:31:16.843979+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PTS,OVER,15.5,102.0,BetRivers,KNN,0.682951,0.49505,0.187902,17.0,WIN,1,2026-08-19T03:18:24.773769+00:00
2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over|2026-08-18T13:57:47.643630+00:00|0.682095,2026-08-18|kamilla cardoso|new york liberty @ chicago sky|pts|over,2026-08-18T13:57:47.643630+00:00,2026-08-18,Kamilla Cardoso,New York Liberty @ Chicago Sky,PTS,OVER,14.5,-109.0,DraftKings,KNN,0.682095,0.521531,0.160564,17.0,WIN,1,2026-08-19T03:18:24.773769+00:00
